Age,Sex,Job,Credit amount,Duration,Housing_own,Housing_rent,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Checking account_moderate,Checking account_rich,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Risk_good
42,1,2,5493,36,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
49,1,2,1126,9,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True
38,1,2,1216,24,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
24,0,2,1207,24,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
36,1,2,2360,15,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True
34,1,3,6850,15,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
26,1,2,759,12,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
26,1,2,2687,15,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
20,1,2,585,12,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
37,0,2,609,6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
40,1,1,1361,6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
43,1,2,1203,6,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
24,0,2,3190,18,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
53,1,2,7119,48,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
26,0,1,1113,18,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
30,1,2,7966,26,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
31,1,2,2302,36,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
41,1,1,662,6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
32,1,2,2273,36,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
28,0,2,2631,15,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False
33,1,2,2319,21,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
37,0,2,3612,18,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
42,1,3,7763,48,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
45,0,1,3049,18,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
23,1,2,1534,12,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
34,1,1,2864,18,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
43,1,2,1333,24,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
24,0,1,626,12,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
34,1,2,6999,48,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
27,1,2,1995,12,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
67,0,3,1199,9,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
22,1,2,1331,12,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
28,0,2,2278,18,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
27,1,2,3552,24,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
31,1,1,1928,18,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
24,1,1,1546,24,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
29,0,2,683,6,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
23,0,2,1553,24,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True
36,1,2,1372,12,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
31,0,2,6758,48,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
23,0,1,3234,24,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
22,0,1,806,15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
27,1,1,1082,9,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
27,0,2,2930,12,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
27,1,2,2820,36,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
30,1,2,1056,18,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
49,1,1,3124,12,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
33,1,1,2384,36,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
20,0,2,2039,18,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
36,1,2,2799,9,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
21,1,1,1289,12,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
47,1,1,1217,18,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
60,1,2,2246,12,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
58,0,1,385,12,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
20,0,1,2718,24,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
32,0,1,931,6,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
23,0,2,1442,24,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
36,1,1,4241,24,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
45,0,2,2329,7,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
30,0,2,918,9,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
34,0,1,1837,24,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
23,0,2,1275,10,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
22,1,2,2828,24,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
50,0,2,2671,36,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
22,0,2,741,12,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
48,0,1,1240,10,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
29,0,2,3357,21,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
22,0,2,3632,24,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
37,1,2,3676,6,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
21,0,2,3441,30,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False
27,1,2,3652,21,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
22,0,2,1858,12,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
65,1,2,2600,18,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
41,1,2,2116,6,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
29,1,2,1437,9,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
28,0,2,3660,24,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
44,1,2,1553,18,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
25,0,1,1355,24,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
26,1,2,4370,42,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
27,0,0,750,18,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
38,1,1,1308,15,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
32,1,3,1880,18,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
32,1,2,4583,30,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
38,1,2,947,24,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
40,1,1,684,12,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
50,1,3,7476,48,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
37,1,1,1922,12,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
45,1,2,2303,24,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
42,1,3,8086,36,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
22,1,2,3973,14,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
41,1,1,888,12,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
28,0,2,4221,30,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
41,1,2,6361,18,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
23,1,2,1297,12,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
35,1,3,1050,6,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
50,0,1,1047,6,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
34,1,2,3496,30,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True
43,1,2,4843,12,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
47,1,2,3017,30,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
24,1,2,5595,72,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
64,1,1,2384,24,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
31,1,1,9857,36,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
30,1,2,2862,36,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
31,1,2,3651,12,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
25,1,2,975,15,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
25,0,1,2631,15,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True
29,1,2,2896,24,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True
29,1,2,1103,12,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
40,1,3,1905,15,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
46,1,2,6331,48,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
47,0,2,1377,24,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
41,1,2,2503,30,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
32,0,2,2528,27,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
24,1,2,6560,48,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
25,0,2,2969,12,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
25,0,2,1206,9,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
37,1,1,2118,9,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
35,0,2,1198,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
25,1,1,1138,9,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
27,1,3,14027,60,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
31,1,2,6148,20,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
34,1,3,1337,9,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
24,0,2,433,6,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False
24,0,1,1228,12,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
66,0,1,790,9,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True
25,0,2,1882,18,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
59,0,2,6416,48,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
36,1,2,1275,24,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True
33,1,2,6403,24,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
21,1,1,1987,24,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
44,0,1,760,8,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
23,0,3,11560,24,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
35,1,1,4380,18,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
26,0,1,4280,30,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False
32,1,2,2325,24,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
23,1,1,1048,10,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
22,1,2,2483,24,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
28,1,1,1797,13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
23,0,2,2511,15,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
37,0,1,1274,12,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
49,0,2,428,6,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
23,0,1,976,18,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
23,0,1,841,12,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
74,1,0,1299,6,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
35,1,2,691,12,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
24,0,2,2124,18,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
24,1,1,2214,12,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
40,1,1,1155,12,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
31,1,1,3108,30,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
28,1,2,3617,12,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
25,0,3,8065,36,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
66,1,0,1480,12,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True
25,0,2,3509,18,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
67,0,2,3872,18,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
25,1,2,4933,39,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
31,1,1,1410,12,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
23,0,1,836,12,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
35,1,1,1941,18,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True
50,1,2,6224,48,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
27,1,2,5998,40,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
39,0,2,1188,21,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
51,1,2,2892,24,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
48,0,1,1795,18,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
24,0,2,4272,20,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
24,1,2,9271,36,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
26,1,1,590,6,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
55,1,3,9283,42,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
26,0,0,1778,15,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
26,1,2,907,8,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
28,1,1,484,6,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
24,1,2,9629,36,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
54,1,2,3051,48,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
46,1,2,3931,48,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
54,0,2,7432,36,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
43,1,3,15857,36,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
26,1,2,1345,18,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
24,1,2,3016,12,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
41,1,2,2712,36,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
47,1,1,731,8,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
30,1,2,1602,21,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
33,0,2,3966,18,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
23,0,2,1216,18,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
29,1,2,11816,45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25,0,1,2327,15,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
48,1,2,1082,12,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
63,1,2,2957,24,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
29,1,2,5179,36,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
59,1,2,1364,9,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
57,1,1,709,12,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
33,1,2,2235,20,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
32,1,1,1442,18,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
29,0,2,3959,15,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
35,0,2,2439,24,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
27,0,2,2389,18,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
24,0,2,652,12,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
46,1,2,1343,6,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
26,1,2,1382,24,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
29,1,1,3590,12,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
40,0,2,1322,11,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True
36,1,3,1940,18,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
27,1,3,1422,9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
43,1,2,4057,24,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
53,0,2,795,12,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
23,1,2,15672,48,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
43,1,3,2442,27,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
38,1,1,2171,12,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
34,1,2,5800,36,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
28,0,3,2606,21,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
42,1,2,4153,18,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
43,1,2,2625,16,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
20,1,3,1107,12,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
25,0,1,4736,24,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
31,1,2,3161,24,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
32,0,3,18424,48,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
68,1,3,14896,6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
33,1,2,2359,24,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
39,1,3,3345,24,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
22,0,2,1366,9,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
30,1,2,2002,12,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
55,1,2,6872,24,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
46,1,2,697,12,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
21,0,2,1049,18,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
39,1,2,10297,48,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
43,1,1,1344,12,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
24,1,1,1747,24,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
22,0,2,1670,9,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
23,0,2,1498,12,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
30,1,3,1919,30,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
28,0,1,745,9,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
30,1,3,2063,6,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
42,1,2,6288,60,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
46,0,2,1845,15,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
30,0,2,8358,48,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True
30,1,2,3349,24,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
40,1,0,3590,18,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
24,1,2,2145,36,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,0,2,4113,24,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
29,0,2,1893,12,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
57,0,3,1231,24,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
37,1,1,1154,9,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
45,1,1,4006,28,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
30,1,2,3069,24,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
47,1,2,2353,21,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
22,1,1,454,6,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
23,1,1,2520,27,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False
40,1,1,3939,11,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
22,1,2,1514,15,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True
29,0,0,1193,24,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
36,1,2,7297,60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
57,0,1,1258,24,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
64,0,2,753,6,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
25,1,2,1264,15,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False
49,1,2,8386,30,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
28,0,3,2923,21,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True
26,1,2,8229,36,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
25,0,2,1433,15,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
33,1,2,6289,42,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
29,1,3,6579,24,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
48,1,1,1743,24,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
30,1,3,3959,36,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
40,1,3,3857,30,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
23,1,2,1845,45,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
27,1,2,4576,45,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
